id_old,id,first,educ,educt,hrwage,lwage,age,white,female,selfemp,uncov,married,tenure,nsibs,daded,momed,educt_t,educ_t,lwage_t,age2,twoplus,aeduct,dlwage,deduc,deduct,dceduc,dceduct,cseduc,cseduct,dcsumint,dcsuminz,duncov,dmaried,dtenure,pedhs,pedcl,dcpedhs,dcpedhst,dcpedcl,dcpedclt
249,244,1,12,12,10.09337139,2.31187892,50,1,1,0,0,1,7,6,4,12,12,12,1.734244585,2500,0,12,0.577634335,0,0,0,0,12,12,0,0,0,0,6,0,0,0,0,0,0
250,245,1,16,17.5,11.95434856,2.447085857,32.5,1,1,0,1,0,0.549999952,4,10,10,16,18,2.631637573,1056.25,1,17.75,-0.184551716,-2,-1.5,-1.5,-2,16.75,17,-25.125,-34,1,0,-1.950000048,0,0,0,0,0,0
250,245,0,18,16,13.93709946,2.631637573,32.5,1,1,0,0,0,2.5,4,8,8,17.5,16,2.447085857,1056.25,1,16,0.184551716,2,1.5,2,1.5,17,16.75,34,25.125,-1,0,1.950000048,0,0,0,0,0,0
251,246,0,13,16,14.41910172,2.668553829,42,1,0,0,0,1,4.5,3,16,16,14,16,3.17937088,1764,0,16,-0.510817051,-3,-2,-3,-2,14.5,15,-43.5,-30,0,0,4,0,1,0,0,-3,-2
251,246,1,16,14,24.03162956,3.17937088,42,1,0,0,0,1,0.5,3,15,16,16,13,2.668553829,1764,0,13.5,0.510817051,3,2,2,3,15,14.5,30,43.5,0,0,-4,0,1,0,0,2,3
252,247,1,13,14,7.356684208,1.995609283,29,1,1,0,0,1,2,4,11,10,14,14,1.975406647,841,0,14,0.020202637,-1,0,-1,0,13.5,14,-13.5,0,0,0,0,0,0,0,0,0,0
252,247,0,14,14,7.209550858,1.975406647,29,1,1,0,0,1,2,5,11,11,14,13,1.995609283,841,0,13.5,-0.020202637,1,0,0,1,14,13.5,0,13.5,0,0,0,0,0,0,0,0,0
253,248,1,12,12,4.243759155,1.445449471,52.5,1,1,0.5,0,1,11.5,3,12,10,12,12,1.476415515,2756.25,1,12,-0.030966043,0,0,0,0,12,12,0,0,0,0,0.700000763,1,0,0,0,0,0
253,248,0,12,12,4.377227306,1.476415515,52.5,1,1,1,0,1,10.79999924,3,12,12,12,12,1.445449471,2756.25,1,12,0.030966043,0,0,0,0,12,12,0,0,0,0,-0.700000763,1,0,0,0,0,0
254,249,0,16,12,13.4612608,2.599816084,32,1,1,0,0,0,2,2,12,12,16,13,2.668553829,1024,0,12.5,-0.068737745,3,4,4,3,14,14.5,56,43.5,-1,-1,-8,0,1,0,0,4,3
254,249,1,13,16,14.41910172,2.668553829,32,1,1,0,1,1,10,2,14,14,12,16,2.599816084,1024,0,16,0.068737745,-3,-4,-3,-4,14.5,14,-43.5,-56,1,1,8,0,1,0,0,-3,-4
255,250,1,12,13,7.724518776,2.0443995,33,1,1,0,0,1,16,5,12,12,12,13,1.790810704,1089,0,13,0.253588796,-1,-1,-1,-1,12.5,12.5,-12.5,-12.5,0,0,14.5,1,0,-1,-1,0,0
255,250,0,13,12,5.994309902,1.790810704,33,1,1,0,0,1,1.5,5,12,12,13,12,2.0443995,1089,0,12,-0.253588796,1,1,1,1,12.5,12.5,12.5,12.5,0,0,-14.5,1,0,1,1,0,0
256,251,0,12,12,9.269422531,2.226721048,59,1,1,0,0,0,24,3,8,8,12,12,1.901298642,3481,0,12,0.325422406,0,0,0,0,12,12,0,0,0,0,3,0,0,0,0,0,0
256,251,1,12,12,6.694582939,1.901298642,59,1,1,0,0,0,21,3,8,8,12,12,2.226721048,3481,0,12,-0.325422406,0,0,0,0,12,12,0,0,0,0,-3,0,0,0,0,0,0
257,252,1,12,10,17.45740891,2.859764099,24,1,0,0,1,0,5,2,12,12,12,11,2.737546682,576,0,10.5,0.122217417,1,2,2,1,11,11.5,22,11.5,1,0,-4,1,0,2,1,0,0
257,252,0,11,12,15.44903755,2.737546682,24,1,0,1,0,0,9,2,12,12,10,12,2.859764099,576,0,12,-0.122217417,-1,-2,-1,-2,11.5,11,-11.5,-22,-1,0,4,1,0,-1,-2,0,0
258,253,1,12,12,15.44903755,2.737546682,36,1,1,0,1,1,6.5,2,,12,11,12,2.280788422,1296,0,12,0.456758261,0,-1,0,-1,12,11.5,0,-11.5,1,0,1.5,0,0,0,0,0,0
258,253,0,12,11,9.78439045,2.280788422,36,1,1,0,0,1,5,2,8,12,12,12,2.737546682,1296,0,11.5,-0.456758261,0,1,1,0,11.5,12,11.5,0,-1,0,-1.5,0,0,0,0,0,0
259,254,0,13,13,15.22451878,2.722798347,39.5,1,1,0,0,1,11.5,3,12,11.5,13,13,2.653805733,1560.25,1,13,0.068992615,0,0,0,0,13,13,0,0,-1,0,-8,1,0,0,0,0,0
259,254,1,13,13,14.20955086,2.653805733,39.5,1,1,0,1,1,19.5,3,12,11,13,13,2.722798347,1560.25,1,13,-0.068992615,0,0,0,0,13,13,0,0,1,0,8,1,0,0,0,0,0
260,255,1,13,12,7.617722511,2.030477524,26,1,1,0,0,1,1.5,1,,12,13,12,2.362610817,676,0,12,-0.332133293,1,1,1,1,12.5,12.5,12.5,12.5,0,0,-8.5,1,0,1,1,0,0
260,255,0,12,13,10.61863899,2.362610817,26,1,1,0,0,1,10,1,12,12,12,13,2.030477524,676,0,13,0.332133293,-1,-1,-1,-1,12.5,12.5,-12.5,-12.5,0,0,8.5,1,0,-1,-1,0,0
261,256,1,14,14,9.363053322,2.236771345,35,1,1,1,0,0,2,4,12,16,12,13,2.449864626,1225,0,13.5,-0.213093281,1,-2,0,-1,14,12.5,0,-12.5,0,0,-0.5,0,1,0,0,0,-1
261,256,0,13,12,11.58677769,2.449864626,35,1,1,0,0,0,2.5,4,12,16,14,14,2.236771345,1225,0,13,0.213093281,-1,2,1,0,12.5,14,12.5,0,0,0,0.5,0,1,0,0,1,0
262,257,1,16,16,63.66325378,4.153607368,47,1,0,1,0,1,0.5,4,12,12,16,16,4.095655918,2209,0,16,0.05795145,0,0,0,0,16,16,0,0,0,0,-0.5,1,0,0,0,0,0
262,257,0,16,16,60.07873154,4.095655918,47,1,0,1,0,1,1,4,12,12,16,16,4.153607368,2209,0,16,-0.05795145,0,0,0,0,16,16,0,0,0,0,0.5,1,0,0,0,0,0
263,258,0,12,15,10,2.302585125,66,1,1,0,0,1,2,,12,,12,15,2.474435329,4356,0,15,-0.171850204,-3,-3,-3,-3,13.5,13.5,-40.5,-40.5,0,0,-14,0,0,0,0,0,0
263,258,1,15,12,11.875,2.474435329,66,1,1,0,0,1,16,5,5,0,15,12,2.302585125,4356,0,12,0.171850204,3,3,3,3,13.5,13.5,40.5,40.5,0,0,14,0,0,0,0,0,0
264,259,1,15,15,19.5,2.9704144,27,1,0,0,0,1,0.600000024,2,16,16,15,15,2.351375341,729,0,15,0.619039059,0,0,0,0,15,15,0,0,0,1,-1.999999404,0,1,0,0,0,0
264,259,0,15,15,10.5,2.351375341,27,1,0,0,0,0,2.599999428,2,16,16,15,15,2.9704144,729,0,15,-0.619039059,0,0,0,0,15,15,0,0,0,-1,1.999999404,0,1,0,0,0,0
265,260,0,16,16,4.75,1.558144569,25,1,1,0,0,0,6,3,12,12,16,16,1.609437943,625,0,16,-0.051293373,0,0,0,0,16,16,0,0,0,0,5,1,0,0,0,0,0
265,260,1,16,16,5,1.609437943,25,1,1,0,0,0,1,2,12,12,16,16,1.558144569,625,0,16,0.051293373,0,0,0,0,16,16,0,0,0,0,-5,1,0,0,0,0,0
266,261,0,16,16,8,2.079441547,24,1,1,0,0,0,0.199999988,4,18,12,16,16,1.945910096,576,0,16,0.133531451,0,0,0,0,16,16,0,0,0,0,-2.39999938,0,1,0,0,0,0
266,261,1,16,16,7,1.945910096,24,1,1,0,0,0,2.599999428,4,18,12,16,16,2.079441547,576,0,16,-0.133531451,0,0,0,0,16,16,0,0,0,0,2.39999938,0,1,0,0,0,0
267,262,1,18,18,43.26924896,3.767442226,33,1,0,0,0,1,5,3,18,18,18,18,3.872803688,1089,0,18,-0.105361462,0,0,0,0,18,18,0,0,0,1,0,0,1,0,0,0,0
267,262,0,18,18,48.07699585,3.872803688,33,1,0,0,0,0,5,3,18,18,18,18,3.767442226,1089,0,18,0.105361462,0,0,0,0,18,18,0,0,0,-1,0,0,1,0,0,0,0
268,263,1,13,16,6.5,1.871802211,22,1,1,0,1,0,2,3,9,6,14,15,1.945910096,484,0,15.5,-0.074107885,-2,-2,-3,-1,14.5,14.5,-43.5,-14.5,1,0,1.900000095,0,0,0,0,0,0
268,263,0,15,14,7,1.945910096,22,1,1,0,0,0,0.099999964,3,11,11,16,13,1.871802211,484,0,13.5,0.074107885,2,2,1,3,14.5,14.5,14.5,43.5,-1,0,-1.900000095,0,0,0,0,0,0
269,264,1,15,18,20.1049099,3.000964165,47,1,0,0,0,0,19,3,12,12,14,15,2.733362436,2209,0,16.5,0.267601728,0,-4,-3,-1,16.5,14.5,-49.5,-14.5,0,0,13,1,0,-3,-1,0,0
269,264,0,15,14,15.38453102,2.733362436,47,1,0,0,0,0,6,3,7,14,18,15,3.000964165,2209,0,14.5,-0.267601728,0,4,1,3,14.5,16.5,14.5,49.5,0,0,-13,1,0,1,3,0,0
270,265,1,16,16,49,3.891820192,28,1,1,1,0,1,0.5,2,14,12,16,16,2.956510544,784,0,16,0.935309649,0,0,0,0,16,16,0,0,0,0,-5.5,0,1,0,0,0,0
270,265,0,16,16,19.23074913,2.956510544,28,1,1,0,0,1,6,2,18,12,16,16,3.891820192,784,0,16,-0.935309649,0,0,0,0,16,16,0,0,0,0,5.5,0,1,0,0,0,0
271,266,1,18,18,14.58333302,2.679879189,42,1,1,0,1,0,4,3,12,12,18,18,3.143011808,1764,0,18,-0.46313262,0,0,0,0,18,18,0,0,0,0,-1,1,0,0,0,0,0
271,266,0,18,18,23.17355537,3.143011808,42,1,1,0,1,0,5,3,12,12,18,18,2.679879189,1764,0,18,0.46313262,0,0,0,0,18,18,0,0,0,0,1,1,0,0,0,0,0
272,267,0,13,13,4.25,1.446918964,24,1,0,0,0,1,0.099999964,6,10,13,13,13,1.791759491,576,0,13,-0.344840527,0,0,0,0,13,13,0,0,0,1,-0.900000036,1,0,0,0,0,0
272,267,1,13,13,6,1.791759491,24,1,0,0,0,0,1,6,12,13,13,13,1.446918964,576,0,13,0.344840527,0,0,0,0,13,13,0,0,0,-1,0.900000036,1,0,0,0,0,0
273,268,1,18,16,13.33333302,2.590267181,37,1,0,1,0,0,3,5,16,12,16,16,2.708050251,1369,0,16,-0.11778307,2,0,2,0,17,16,34,0,0,0,-9,0,1,0,0,2,0
273,268,0,16,16,15,2.708050251,37,1,0,0,0,0,12,5,16,12,16,18,2.590267181,1369,0,17,0.11778307,-2,0,0,-2,16,17,0,-34,0,0,9,0,1,0,0,0,-2
274,269,1,16,16,7.199999809,1.974081039,24,0,1,0,0,0,1,,12,14,16,16,2.302585125,576,0,16,-0.328504086,0,0,0,0,16,16,0,0,0,0,0.399999976,0,1,0,0,0,0
274,269,0,16,16,10,2.302585125,24,0,1,0,0,0,0.600000024,,12,14,16,16,1.974081039,576,0,16,0.328504086,0,0,0,0,16,16,0,0,0,0,-0.399999976,0,1,0,0,0,0
275,270,1,16,16,43.26924896,3.767442226,63,1,0,1,0,1,36,1,12,12,16,16,4.055122852,3969,0,16,-0.287680626,0,0,0,0,16,16,0,0,0,0,-2,1,0,0,0,0,0
275,270,0,16,16,57.6922493,4.055122852,63,1,0,1,0,1,38,1,12,12,16,16,3.767442226,3969,0,16,0.287680626,0,0,0,0,16,16,0,0,0,0,2,1,0,0,0,0,0
276,271,0,13,13,4.699999809,1.54756248,19,1,1,0,0,0,1.599999428,3,16,12,13,13,1.52605617,361,0,13,0.02150631,0,0,0,0,13,13,0,0,0,0,1.299999475,0,1,0,0,0,0
276,271,1,13,13,4.599999428,1.52605617,19,1,1,0,0,0,0.300000012,3,14,12,13,13,1.54756248,361,0,13,-0.02150631,0,0,0,0,13,13,0,0,0,0,-1.299999475,0,1,0,0,0,0
277,272,1,12,12,17.91666603,2.885731459,38,1,0,1,0,1,9,5,10,12,12,12,2.574518919,1444,0,12,0.31121254,0,0,0,0,12,12,0,0,0,0,-1,0,0,0,0,0,0
277,272,0,12,12,13.125,2.574518919,38,1,0,0,0,1,10,5,8,12,12,12,2.885731459,1444,0,12,-0.31121254,0,0,0,0,12,12,0,0,0,0,1,0,0,0,0,0,0
278,273,0,12,12,4.649999619,1.536867142,21,1,0,0,0,0,1.199999809,2,14,12,12,12,1.774952292,441,0,12,-0.238085151,0,0,0,0,12,12,0,0,0,0,1.089999914,0,1,0,0,0,0
278,273,1,12,12,5.899999619,1.774952292,21,1,0,0,0,0,0.109999955,,16,12,12,12,1.536867142,441,0,12,0.238085151,0,0,0,0,12,12,0,0,0,0,-1.089999914,0,1,0,0,0,0
279,274,1,16,16,12.5,2.525728703,24,1,0,0,0,0,0.300000012,3,12,12,16,16,2.44234705,576,0,16,0.083381653,0,0,0,0,16,16,0,0,0,0,-2.299999475,1,0,0,0,0,0
279,274,0,16,16,11.5,2.44234705,24,1,0,0,0,0,2.599999428,3,12,12,16,16,2.525728703,576,0,16,-0.083381653,0,0,0,0,16,16,0,0,0,0,2.299999475,1,0,0,0,0,0
280,275,0,8,8,4.550000191,1.515127301,38,1,1,0,0,1,1.599999428,6,6,10,9.5,10,2.207175016,1444,0,9,-0.692047715,-2,1.5,0,-0.5,8,9.75,0,-4.875,-1,0,-1.400000572,0,0,0,0,0,0
280,275,1,10,9.5,9.090000153,2.207175016,38,1,1,0,1,1,3,6,7.5,10.5,8,8,1.515127301,1444,0,8.75,0.692047715,2,-1.5,0.5,0,9.75,8,4.875,0,1,0,1.400000572,0,0,0,0,0,0
281,276,1,11,16,6.550000191,1.879465103,44,1,1,0,0,1,4.599999428,7,16,9,12,12,1.871802211,1936,0,14,0.007662892,-1,-4,-5,0,13.5,12,-67.5,0,0,0,-0.400000572,1,0,-5,0,0,0
281,276,0,12,12,6.5,1.871802211,44,1,1,0,0,1,5,7,18,8,16,11,1.879465103,1936,0,11.5,-0.007662892,1,4,0,5,12,13.5,0,67.5,0,0,0.400000572,1,0,0,5,0,0
282,277,1,12,13,8.449999809,2.134166479,30,1,1,0,0,1,6,4,12,12,12,13,2.169053793,900,0,13,-0.034887314,-1,-1,-1,-1,12.5,12.5,-12.5,-12.5,0,0,0,1,0,-1,-1,0,0
282,277,0,13,12,8.75,2.169053793,30,1,0,0,0,1,6,4,12,12,13,12,2.134166479,900,0,12,0.034887314,1,1,1,1,12.5,12.5,12.5,12.5,0,0,0,1,0,1,1,0,0
283,278,1,16,18,38,3.637586117,45,1,1,1,0,1,13,1,16,12,16,17,3.506555319,2025,0,17.5,0.131030798,-1,-2,-2,-1,17,16.5,-34,-16.5,-1,0,-9,0,1,0,0,-2,-1
283,278,0,17,16,33.33324432,3.506555319,45,1,1,0,1,1,22,1,18,12,18,16,3.637586117,2025,0,16,-0.131030798,1,2,1,2,16.5,17,16.5,34,1,0,9,0,1,0,0,1,2
284,279,1,16,14,5.25,1.65822804,70,0,0,0,0,1,15,1,6,8,16,14,2.002830505,4900,0,14,-0.344602466,2,2,2,2,15,15,30,30,0,0,6,0,0,0,0,0,0
284,279,0,14,16,7.409999847,2.002830505,70,0,0,0,0,1,9,1,0,3,14,16,1.65822804,4900,0,16,0.344602466,-2,-2,-2,-2,15,15,-30,-30,0,0,-6,0,0,0,0,0,0
285,280,1,12,12,10.909091,2.389596462,58,1,0,1,0,1,31,1,9,12,12,12,2.051270723,3364,0,12,0.338325739,0,0,0,0,12,12,0,0,0,0,30,0,0,0,0,0,0
285,280,0,12,12,7.777777672,2.051270723,58,1,0,0,0,1,1,1,8,12,12,12,2.389596462,3364,0,12,-0.338325739,0,0,0,0,12,12,0,0,0,0,-30,0,0,0,0,0,0
286,281,0,16,16,12.24154663,2.504835606,43,1,1,0,0,1,4,3,12,12,16,16,2.445688963,1849,0,16,0.059146643,0,0,0,0,16,16,0,0,-1,0,-7,1,0,0,0,0,0
286,281,1,16,16,11.53849697,2.445688963,43,1,1,0,1,1,11,3,12,12,16,16,2.504835606,1849,0,16,-0.059146643,0,0,0,0,16,16,0,0,1,0,7,1,0,0,0,0,0
287,282,0,12,14,14,2.639057398,39,1,0,0,0,1,15,3,12,12,13,14,2.67414856,1521,0,14,-0.035091162,-2,-1,-2,-1,13,13.5,-26,-13.5,-1,0,0,1,0,-2,-1,0,0
287,282,1,14,13,14.5,2.67414856,39,1,0,0,1,1,15,,12,12,14,12,2.639057398,1521,0,12.5,0.035091162,2,1,1,2,13.5,13,13.5,26,1,0,0,1,0,1,2,0,0
288,283,0,15,15,9.329999924,2.233235121,33,1,1,1,1,1,12,3,12,12,14,15,2.079441547,1089,0,15,0.153793573,0,-1,0,-1,15,14.5,0,-14.5,1,0,9,1,0,0,-1,0,0
288,283,1,15,14,8,2.079441547,33,1,1,0,0,1,3,3,12,12,15,15,2.233235121,1089,0,14.5,-0.153793573,0,1,1,0,14.5,15,14.5,0,-1,0,-9,1,0,1,0,0,0
289,284,1,10,10,6.75,1.909542561,61,1,1,0,0,1,11,1.5,12,12,11,11,2.708050251,3721,0,10.5,-0.79850769,-1,1,0,0,10,11,0,0,0,0,-10,1,0,0,0,0,0
289,284,0,11,11,15,2.708050251,61,1,1,0,0,1,21,1,,12,10,10,1.909542561,3721,0,10.5,0.79850769,1,-1,0,0,11,10,0,0,0,0,10,1,0,0,0,0,0
290,285,0,16,16,25,3.218875885,43,1,0,0,0,1,8,2,12,12,14,16,2.986815691,1849,0,16,0.232060194,0,-2,0,-2,16,15,0,-30,0,0,7,1,0,0,-2,0,0
290,285,1,16,14,19.82246017,2.986815691,43,1,0,0,0,1,1,2,12,12,16,16,3.218875885,1849,0,15,-0.232060194,0,2,2,0,15,16,30,0,0,0,-7,1,0,2,0,0,0
291,286,1,16,16,28.88888931,3.363456964,49,1,0,0,0,1,9,2,12,14,16,16,3.68887949,2401,0,16,-0.325422525,0,0,0,0,16,16,0,0,0,0,-11,0,1,0,0,0,0
291,286,0,16,16,40,3.68887949,49,1,0,0,0,1,20,,12,14,16,16,3.363456964,2401,0,16,0.325422525,0,0,0,0,16,16,0,0,0,0,11,0,1,0,0,0,0
292,287,1,12,12,5,1.609437943,57,1,1,0,0,1,3.299999237,4,8,12,12,12,2.089391947,3249,0,12,-0.479954004,0,0,0,0,12,12,0,0,0,0,-16.70000076,0,0,0,0,0,0
292,287,0,12,12,8.079999924,2.089391947,57,1,1,0,0,1,20,,8,12,12,12,1.609437943,3249,0,12,0.479954004,0,0,0,0,12,12,0,0,0,0,16.70000076,0,0,0,0,0,0
293,288,0,14,16,25,3.218875885,39,0,1,0,0,0,10,,12,12,15,16,1.83258152,1521,0,16,1.386294365,-2,-1,-2,-1,15,15.5,-30,-15.5,0,0,-0.399999619,1,0,-2,-1,0,0
293,288,1,16,15,6.25,1.83258152,39,0,1,0,0,0,10.39999962,3,12,12,16,14,3.218875885,1521,0,14.5,-1.386294365,2,1,1,2,15.5,15,15.5,30,0,0,0.399999619,1,0,1,2,0,0
294,289,1,13,14,6.300000191,1.840549707,37,1,1,0,1,1,3.599999428,4,14,12,12,12,2.014903069,1369,0,13,-0.174353361,1,-2,-1,0,13.5,12,-13.5,0,1,0,-8.400000572,1,0,-1,0,0,0
294,289,0,12,12,7.5,2.014903069,37,1,1,0,0,1,12,4,12,12,14,13,1.840549707,1369,0,12.5,0.174353361,-1,2,0,1,12,13.5,0,13.5,-1,0,8.400000572,1,0,0,1,0,0
295,290,1,16,17,14.42299843,2.668823957,30,1,0,0,0,0,7,4,16,18,16,17,2.995732307,900,0,17,-0.32690835,-1,-1,-1,-1,16.5,16.5,-16.5,-16.5,0,0,0,0,1,0,0,-1,-1
295,290,0,17,16,20,2.995732307,30,1,0,0,0,0,7,4,16,18,17,16,2.668823957,900,0,16,0.32690835,1,1,1,1,16.5,16.5,16.5,16.5,0,0,0,0,1,0,0,1,1
296,291,1,14,12,10.09624672,2.31216383,23,1,1,0,0,0,5.599999428,3,12,12,12,12,2.420368195,529,0,12,-0.108204365,2,0,2,0,13,12,26,0,0,-1,0.599999428,1,0,2,0,0,0
296,291,0,12,12,11.25,2.420368195,23,1,1,0,0,1,5,3,12,12,12,14,2.31216383,529,0,13,0.108204365,-2,0,0,-2,12,13,0,-26,0,1,-0.599999428,1,0,0,-2,0,0
297,292,0,18,18,9.166666985,2.215573788,30,1,0,0,0,0,1.599999428,2,12,12,18,18,2.120263577,900,0,18,0.095310211,0,0,0,0,18,18,0,0,0,0,0,1,0,0,0,0,0
297,292,1,18,18,8.333333015,2.120263577,30,1,0,0,0,0,1.599999428,2,12,12,18,18,2.215573788,900,0,18,-0.095310211,0,0,0,0,18,18,0,0,0,0,0,1,0,0,0,0,0
298,293,0,14,13,10.19999981,2.322387695,40,1,1,0,1,1,4,5,12,12,14,13,2.44234705,1600,0,13,-0.119959354,1,1,1,1,13.5,13.5,13.5,13.5,1,0,2.400000572,1,0,1,1,0,0
298,293,1,13,14,11.5,2.44234705,40,1,1,0,0,1,1.599999428,5,12,12,13,14,2.322387695,1600,0,14,0.119959354,-1,-1,-1,-1,13.5,13.5,-13.5,-13.5,-1,0,-2.400000572,1,0,-1,-1,0,0
299,294,1,18,18,133.3333282,4.892852306,64,1,0,0,0,1,30,2,18,14,18,18,4.286716461,4096,0,18,0.606135845,0,0,0,0,18,18,0,0,0,0,-3,0,1,0,0,0,0
299,294,0,18,18,72.72727203,4.286716461,64,1,0,1,0,1,33,2,18,14,18,18,4.892852306,4096,0,18,-0.606135845,0,0,0,0,18,18,0,0,0,0,3,0,1,0,0,0,0
300,295,1,12,12,16.83558464,2.823494673,50,0,1,0,0,1,13,,16,12,12,12,2.639057398,2500,0,12,0.184437275,0,0,0,0,12,12,0,0,-1,0,-9,0,1,0,0,0,0
300,295,0,12,12,14,2.639057398,50,0,1,0,1,1,22,4,12,12,12,12,2.823494673,2500,0,12,-0.184437275,0,0,0,0,12,12,0,0,1,0,9,0,1,0,0,0,0
301,296,0,16,16,14.74366474,2.690813541,32,1,0,0,0,0,9,,12,18,16,16,2.755846977,1024,0,16,-0.065033436,0,0,0,0,16,16,0,0,-1,0,-3,0,1,0,0,0,0
301,296,1,16,16,15.73436165,2.755846977,32,1,0,0,1,0,12,3,12,12,16,16,2.690813541,1024,0,16,0.065033436,0,0,0,0,16,16,0,0,1,0,3,0,1,0,0,0,0
302,297,1,16,16,21.25,3.056356907,35,1,1,0,0,0,5,,16,12,16,16,3.525904417,1225,0,16,-0.46954751,0,0,0,0,16,16,0,0,0,-1,1,0,1,0,0,0,0
302,297,0,16,16,33.98449707,3.525904417,35,1,1,0,0,1,4,,16,12,16,16,3.056356907,1225,0,16,0.46954751,0,0,0,0,16,16,0,0,0,1,-1,0,1,0,0,0,0
303,298,0,18,16,19.23088646,2.956517696,29,1,0,0,0,0,3.599999428,3,13,14,18,16,3.68887949,841,0,16,-0.732361794,2,2,2,2,17,17,34,34,0,-1,1.599999428,0,1,0,0,2,2
303,298,1,16,18,40,3.68887949,29,1,0,0,0,1,2,3,14,16,16,18,2.956517696,841,0,18,0.732361794,-2,-2,-2,-2,17,17,-34,-34,0,1,-1.599999428,0,1,0,0,-2,-2
304,299,0,13,12,14,2.639057398,31,1,1,1,0,1,5,4,12,12,12,12,2.590267181,961,0,12,0.048790216,1,0,1,0,12.5,12,12.5,0,0,0,-1.599999428,1,0,1,0,0,0
304,299,1,12,12,13.33333302,2.590267181,31,1,1,1,0,1,6.599999428,4,12,12,12,13,2.639057398,961,0,12.5,-0.048790216,-1,0,0,-1,12,12.5,0,-12.5,0,0,1.599999428,1,0,0,-1,0,0
305,300,1,13,12,11,2.397895336,44,1,1,0,1,1,14,4,12,12,14,12,1.793424845,1936,0,12,0.604470491,1,2,1,2,12.5,13,12.5,26,1,0,9,1,0,1,2,0,0
305,300,0,12,14,6.010000229,1.793424845,44,1,1,0,0,1,5,4,12,12,12,13,2.397895336,1936,0,13.5,-0.604470491,-1,-2,-2,-1,13,12.5,-26,-12.5,-1,0,-9,1,0,-2,-1,0,0
306,301,0,16,16,25.96149826,3.256614685,33,1,0,0,0,1,10.10000038,3,12,12,16,16,3.179656506,1089,0,16,0.076958179,0,0,0,0,16,16,0,0,0,0,0.100000381,1,0,0,0,0,0
306,301,1,16,16,24.03849411,3.179656506,33,1,0,0,0,1,10,3,12,12,16,16,3.256614685,1089,0,16,-0.076958179,0,0,0,0,16,16,0,0,0,0,-0.100000381,1,0,0,0,0,0
307,302,1,15,12,12.82044315,2.551041126,44,1,1,0,0,1,2.599999428,1,12,12,14,12,2.74887228,1936,0,12,-0.197831154,3,2,3,2,13.5,13,40.5,26,0,0,0.599999428,1,0,3,2,0,0
307,302,0,12,14,15.625,2.74887228,44,1,1,0,0,1,2,1,12,12,12,15,2.551041126,1936,0,14.5,0.197831154,-3,-2,-2,-3,13,13.5,-26,-40.5,0,0,-0.599999428,1,0,-2,-3,0,0
308,303,1,13,12,11.75,2.463853359,32,1,1,0,1,1,14.60000038,3,16,12,12,14,2.302585125,1024,0,13,0.161268234,-1,0,1,-2,12.5,13,12.5,-26,1,0,11.60000038,0,1,0,0,1,-2
308,303,0,14,12,10,2.302585125,32,1,1,0,0,1,3,3,14,12,12,13,2.463853359,1024,0,12.5,-0.161268234,1,0,2,-1,13,12.5,26,-12.5,-1,0,-11.60000038,0,1,0,0,2,-1
309,304,1,12,12,8,2.079441547,55,1,1,0,1,1,1.599999428,3,,11,12,12,2.866761208,3025,0,12,-0.78731966,0,0,0,0,12,12,0,0,0,0,-19.90000153,1,0,0,0,0,0
309,304,0,12,12,17.57998657,2.866761208,55,1,1,0,1,1,21.5,3,,12,12,12,2.079441547,3025,0,12,0.78731966,0,0,0,0,12,12,0,0,0,0,19.90000153,1,0,0,0,0,0
310,305,0,12,12,30,3.401197433,49,1,0,0,0,1,26,2,12,14,13,13,2.838727474,2401,0,12.5,0.562469959,-1,1,0,0,12,13,0,0,0,0,,0,1,0,0,0,0
310,305,1,13,13,17.09399986,2.838727474,49,1,0,0,0,1,,2,12,16,12,12,3.401197433,2401,0,12.5,-0.562469959,1,-1,0,0,13,12,0,0,0,0,,0,1,0,0,0,0
311,306,1,16,13,125,4.828313828,42,1,0,1,0,1,15,1,12,12,18,13,3.15067029,1764,0,13,1.677643538,3,5,3,5,14.5,15.5,43.5,77.5,0,0,-9,1,0,3,5,0,0
311,306,0,13,18,23.35171318,3.15067029,42,0,0,1,0,1,24,1,9.5,12,13,16,4.828313828,1764,0,17,-1.677643538,-3,-5,-5,-3,15.5,14.5,-77.5,-43.5,0,0,9,1,0,-5,-3,0,0
312,307,1,18,16,8,2.079441547,30,1,1,0,0,0,1,,16,18,18,16,2.484906673,900,0,16,-0.405465126,2,2,2,2,17,17,34,34,0,-1,0.399999976,0,1,0,0,2,2
312,307,0,16,18,12,2.484906673,30,1,1,1,0,1,0.600000024,2,16,18,16,18,2.079441547,900,0,18,0.405465126,-2,-2,-2,-2,17,17,-34,-34,0,1,-0.399999976,0,1,0,0,-2,-2
313,308,0,18,12,5.25,1.65822804,29,1,0,0,1,0,,4,12,12,13,13,2.021547556,841,0,12.5,-0.363319516,5,1,6,0,15,13,90,0,0,-1,,1,0,6,0,0,0
313,308,1,13,13,7.550000191,2.021547556,29,1,0,0,1,1,9,4,14,12,12,18,1.65822804,841,0,15.5,0.363319516,-5,-1,0,-6,13,15,0,-90,0,1,,1,0,0,-6,0,0
314,309,1,12,12,16,2.77258873,54,1,1,0,1,1,25,8,8,11,12,12,2.779440165,2916,0,12,-0.006851435,0,0,0,0,12,12,0,0,0,0,8.88999939,0,0,0,0,0,0
