"first","educ","educt","hrwage","lwage","age","white","female","selfemp","uncov","married","tenure","nsibs","daded","momed","educt_t","educ_t","lwage_t","age2","twoplus","aeduct","dlwage","deduc","deduct","dceduc","dceduct","cseduc","cseduct","dcsumint","dcsuminz","duncov","dmaried","dtenure","pedhs","pedcl","dcpedhs","dcpedhst","dcpedcl","dcpedclt"
1,12,12,7.096257209777832,1.9595675468444824,22,1,1,0,0,0,4.5,3,12,12,12,12,2.139709711074829,484,0,12,-0.18014216423034668,0,0,0,0,12,12,0,0,0,-1,2.5,1,0,0,0,0,0
1,16,18,8.410968780517578,2.1295366287231445,27,1,1,0,0,1,2,5,8,8,16,18,2.3320815563201904,729,0,18,-0.2025449275970459,-2,-2,-2,-2,17,17,-34,-34,0,1,1.75,0,0,0,0,0,0
,18,16,10.299358367919922,2.3320815563201904,27,1,1,0,0,0,0.25,5,12,8,18,16,2.1295366287231445,729,0,16,0.2025449275970459,2,2,2,2,17,17,34,34,0,-1,-1.75,0,0,0,0,0,0
,18,18,22.635929107666016,3.1195385456085205,36,1,0,0,1,1,7,2,11,12,18,18,3.1195385456085205,1296,0,18,0,0,0,0,0,18,18,0,0,0,0,2,1,0,0,0,0,0
1,18,18,22.635929107666016,3.1195385456085205,36,1,1,0,1,1,5,2,10,12,18,18,3.1195385456085205,1296,0,18,0,0,0,0,0,18,18,0,0,0,0,-2,1,0,0,0,0,0
,16,16,69.75528717041016,4.1565375328063965,24,1,0,0.5,0,0,7.150000095367432,2,11,11,16,16,3.5401735305786133,576,1,16,0.6163640022277832,0,0,0,0,16,16,0,0,0,-0.5,1.6500000953674316,0,0,0,0,0,0
1,16,16,52.75733184814453,3.5401735305786133,24,1,0,0.5,0,0.5,5.5,2,11,11,16,16,4.1565375328063965,576,1,16,-0.6163640022277832,0,0,0,0,16,16,0,0,0,0.5,-1.6500000953674316,0,0,0,0,0,0
1,12,12,2.173164129257202,0.7761842012405396,21,1,1,0,0,0,1.5,3,12,12,12,12,0.7856185436248779,441,0,12,-0.009434342384338379,0,0,0,0,12,12,0,0,0,0,1.2000000476837158,1,0,0,0,0,0
,12,12,2.193763494491577,0.7856185436248779,21,1,1,0,0,0,0.30000001192092896,3,12,12,12,12,0.7761842012405396,441,0,12,0.009434342384338379,0,0,0,0,12,12,0,0,0,0,-1.2000000476837158,1,0,0,0,0,0
,12,12,11.408390045166016,2.4343490600585938,32,1,1,0,0,1,8,2,12,10,12,12,2.7115583419799805,1024,0,12,-0.2772092819213867,0,0,0,0,12,12,0,0,0,0,-2,1,0,0,0,0,0
1,12,12,15.052713394165039,2.7115583419799805,32,1,1,0,0,1,10,2,12,,12,12,2.4343490600585938,1024,0,12,0.2772092819213867,0,0,0,0,12,12,0,0,0,0,2,1,0,0,0,0,0
1,13,12,5.664647102355957,1.7342445850372314,19,1,0,0,0,0,0.19999998807907104,1,13,14,13,12,1.6389343738555908,361,0,12,0.09531021118164062,1,1,1,1,12.5,12.5,12.5,12.5,0,0,-0.10000002384185791,0,1,0,0,1,1
,12,13,5.149679183959961,1.6389343738555908,19,1,0,0,0,0,0.30000001192092896,1,12,14,12,13,1.7342445850372314,361,0,13,-0.09531021118164062,-1,-1,-1,-1,12.5,12.5,-12.5,-12.5,0,0,0.10000002384185791,0,1,0,0,-1,-1
,12,12,9.547505378723145,2.256279945373535,53,1,1,0,0,1,21,9,18,11,11,14,2.3440101146698,2809,0,13,-0.08773016929626465,-2,-1,0,-3,12,12.5,0,-37.5,0,0,12,0,1,0,0,0,-3
1,14,11,10.422950744628906,2.3440101146698,53,1,1,0,0,1,9,9,16,,12,12,2.256279945373535,2809,0,11.5,0.08773016929626465,2,1,3,0,12.5,12,37.5,0,0,0,-12,0,1,0,0,3,0
1,12,12,16.420894622802734,2.798488140106201,41.5,1,0,0,1,1,23.5,5,10.5,12,12,12.5,2.737081527709961,1722.25,1,12.25,0.061406612396240234,-0.5,0,0,-0.5,12,12.25,0,-6.125,0,0,1,1,0,0,-0.5,0,0
,12.5,12,15.4744873046875,2.737081527709961,41.5,1,0,0,1,1,22.5,5,11.5,12,12,12,2.798488140106201,1722.25,1,12,-0.061406612396240234,0.5,0,0.5,0,12.25,12,6.125,0,0,0,-1,1,0,0.5,0,0,0
1,18,16,12.874197959899902,2.555225133895874,39,1,1,0,1,1,8,3,8,12,18,18,2.891697406768799,1521,0,17,-0.3364722728729248,0,2,2,0,17,18,34,0,0,0,-5,0,0,0,0,0,0
,18,18,18.023876190185547,2.891697406768799,39,1,1,0,1,1,13,3,10,12,16,18,2.555225133895874,1521,0,18,0.3364722728729248,0,-2,0,-2,18,17,0,-34,0,0,5,0,0,0,0,0,0
,12,13.5,5.284967422485352,1.6634106636047363,38.5,1,1,0,0,1,1.5499999523162842,2,11,12,12,13.5,2.685436725616455,1482.25,1,13.5,-1.0220260620117188,-1.5,-1.5,-1.5,-1.5,12.75,12.75,-19.125,-19.125,0,0,-18.799999237060547,1,0,-1.5,-1.5,0,0
1,13.5,12,14.66553783416748,2.685436725616455,38.5,1,1,0,0,1,20.349998474121094,2,12,12,13.5,12,1.6634106636047363,1482.25,1,12,1.0220260620117188,1.5,1.5,1.5,1.5,12.75,12.75,19.125,19.125,0,0,18.799999237060547,1,0,1.5,1.5,0,0
,18,16,19.806438446044922,2.98600697517395,49,1,0,0,0,1,9,3,14,12,18,16,3.623065710067749,2401,0,16,-0.6370587348937988,2,2,2,2,17,17,34,34,0,0,-10,1,0,2,2,0,0
1,16,18,37.452213287353516,3.623065710067749,49,1,0,1,0,1,19,3,13,12,16,18,2.98600697517395,2401,0,18,0.6370587348937988,-2,-2,-2,-2,17,17,-34,-34,0,0,10,1,0,-2,-2,0,0
,14.5,16,15.474518775939941,2.7391934394836426,44.5,0,1,0,0,0,23.5,7,12,12,14,16,2.291686534881592,1980.25,1,16,0.4475069046020508,-1.5,-2,-1.5,-2,15.25,15,-22.875,-30,-0.5,-1,10,1,0,-1.5,-2,0,0
1,16,14,10.057243347167969,2.291686534881592,44.5,0,1,0,0.5,1,13.5,7,12,12,16,14.5,2.7391934394836426,1980.25,1,14.25,-0.4475069046020508,1.5,2,2,1.5,15,15.25,30,22.875,0.5,1,-10,1,0,2,1.5,0,0
1,12,12,17.68936538696289,2.8729636669158936,66,0,0,0,1,1,22,6,8,8,12,12,2.7030646800994873,4356,0,12,0.16989898681640625,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0
,12,12,14.925402641296387,2.7030646800994873,66,0,0,0,1,1,22,6,12,3,12,12,2.8729636669158936,4356,0,12,-0.16989898681640625,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0
,16,16,20.070289611816406,2.9992406368255615,47,1,1,0,1,1,3,4,16,16,16,16,3.391467809677124,2209,0,16,-0.3922271728515625,0,0,0,0,16,16,0,0,1,0,-22,0,1,0,0,0,0
1,16,16,29.70952606201172,3.391467809677124,47,1,1,0,0,1,25,4,16,16,16,16,2.9992406368255615,2209,0,16,0.3922271728515625,0,0,0,0,16,16,0,0,-1,0,22,0,1,0,0,0,0
1,14,13,11.658512115478516,2.4560365676879883,50,1,1,0,0,1,1,3,12,12,12,12,2.3320815563201904,2500,0,12.5,0.12395501136779785,2,-1,1,0,13.5,12,13.5,0,0,0,-6,0,0,0,0,0,0
,12,12,10.299358367919922,2.3320815563201904,50,1,1,0,0,1,7,3,6,12,13,14,2.4560365676879883,2500,0,13,-0.12395501136779785,-2,1,0,-1,12,13.5,0,-13.5,0,0,6,0,0,0,0,0,0
1,14.5,14.5,3.6785974502563477,1.3023431301116943,20.5,1,1,0,0,0,2.0999999046325684,1,18,18,15,14.5,1.3990857601165771,420.25,1,14.5,-0.09674263000488281,0,0.5,0,0.5,14.5,14.75,0,7.375,0,0,0,0,1,0,0,0,0.5
,14.5,15,4.0636138916015625,1.3990857601165771,20.5,1,1,0,0,0,2.0999999046325684,1,18,17,14.5,14.5,1.3023431301116943,420.25,1,14.75,0.09674263000488281,0,-0.5,-0.5,0,14.75,14.5,-7.375,0,0,0,0,0,1,0,0,-0.5,0
,12,12,6.086065292358398,1.8056390285491943,43.5,1,1,0,0,1,4.5,3,12,12,12,12,2.0366246700286865,1892.25,1,12,-0.2309856414794922,0,0,0,0,12,12,0,0,0,0,-5,1,0,0,0,0,0
1,12,12,7.671721458435059,2.0366246700286865,43.5,1,1,0,0,1,9.5,3,12,12,12,12,1.8056390285491943,1892.25,1,12,0.2309856414794922,0,0,0,0,12,12,0,0,0,0,5,1,0,0,0,0,0
,16,16,10.113969802856445,2.313917636871338,44,1,1,0,1,1,0.5,2,10,10,16,17,2.555225133895874,1936,0,16.5,-0.24130749702453613,-1,0,0,-1,16,16.5,0,-16.5,1,0,-9.5,0,0,0,0,0,0
1,17,16,12.874197959899902,2.555225133895874,44,1,1,0,0,1,10,2,8,6,16,16,2.313917636871338,1936,0,16,0.24130749702453613,1,0,1,0,16.5,16,16.5,0,-1,0,9.5,0,0,0,0,0,0
,12,13,7.477334499359131,2.011876344680786,43,1,1,0,0,1,14,2,12,12,12,13,2.108937978744507,1849,0,13,-0.0970616340637207,-1,-1,-1,-1,12.5,12.5,-12.5,-12.5,0,0,8,1,0,-1,-1,0,0
1,13,12,8.239486694335938,2.108937978744507,43,1,1,0,0,1,6,2,12,12,13,12,2.011876344680786,1849,0,12,0.0970616340637207,1,1,1,1,12.5,12.5,12.5,12.5,0,0,-8,1,0,1,1,0,0
,14,14,20.598716735839844,3.02522873878479,52,1,1,0,0,1,9,1,12,12,14,14,2.5144031047821045,2704,0,14,0.5108256340026855,0,0,0,0,14,14,0,0,0,0,6,1,0,0,0,0,0
1,14,14,12.359230041503906,2.5144031047821045,52,1,1,0,0,1,3,1,13,12,14,14,3.02522873878479,2704,0,14,-0.5108256340026855,0,0,0,0,14,14,0,0,0,0,-6,1,0,0,0,0,0
1,13,12,12.25623607635498,2.5060348510742188,61,1,1,0,0,1,10,4,7,7,12,12,2.737546682357788,3721,0,12,-0.23151183128356934,1,0,1,0,12.5,12,12.5,0,-1,0,8,0,0,0,0,0,0
,12,12,15.449037551879883,2.737546682357788,67,1,1,0,1,1,2,4,5,5,12,13,2.5060348510742188,4489,0,12.5,0.23151183128356934,-1,0,0,-1,12,12.5,0,-12.5,1,0,-8,0,0,0,0,0,0
1,14,12,10.123120307922363,2.31482195854187,38,1,1,0,0,1,12,4,10,8,14,12,2.187055826187134,1444,0,12,0.12776613235473633,2,2,2,2,13,13,26,26,0,0,9,0,0,0,0,0,0
,12,14,8.908944129943848,2.187055826187134,38,1,1,0,0,1,3,4,8,8,12,14,2.31482195854187,1444,0,14,-0.12776613235473633,-2,-2,-2,-2,13,13,-26,-26,0,0,-9,0,0,0,0,0,0
1,12,12,7.291945457458496,1.9867703914642334,36,1,1,0,1,1,2,4,8,10,9,12,1.9839415550231934,1296,0,12,0.002828836441040039,0,-3,0,-3,12,10.5,0,-31.5,0,0,0,0,0,0,0,0,0
,12,9,7.271346569061279,1.9839415550231934,36,0,1,0,1,1,2,4,9,8,12,12,1.9867703914642334,1296,0,10.5,-0.002828836441040039,0,3,3,0,10.5,12,31.5,0,0,0,0,0,0,0,0,0,0
,13.5,14.5,8.80297565460205,2.1750898361206055,24.5,0.5,0,0,1,0,2.5999999046325684,9,14.5,12,15,14.5,1.9529666900634766,600.25,1,14.5,0.2221231460571289,-1,0.5,-1,0.5,14,14.75,-14,7.375,1,-1,1.5500001907348633,0,1,0,0,-1,0.5
1,14.5,15,7.110805988311768,1.9529666900634766,24.5,1,0,0,0,1,1.049999713897705,9,15,12,14.5,13.5,2.1750898361206055,600.25,1,14.25,-0.2221231460571289,1,-0.5,-0.5,1,14.75,14,-7.375,14,-1,1,-1.5500001907348633,0,1,0,0,-0.5,1
,12,12,16.76735496520996,2.8194339275360107,58,1,0,0,1,1,27,2,12,12,12,12,2.5631933212280273,3364,0,12,0.2562406063079834,0,0,0,0,12,12,0,0,0,0,0,1,0,0,0,0,0
1,12,12,12.977191925048828,2.5631933212280273,58,1,0,0,1,1,27,2,12,12,12,12,2.8194339275360107,3364,0,12,-0.2562406063079834,0,0,0,0,12,12,0,0,0,0,0,1,0,0,0,0,0
1,18,18,9.26942253112793,2.2267210483551025,30,0,1,0,0,0,0.25,2,12,12,18,17,2.737546682357788,900,0,17.5,-0.5108256340026855,1,0,0,1,18,17.5,0,17.5,0,0,-7.25,1,0,0,1,0,0
,17,18,15.449037551879883,2.737546682357788,30,0,1,0,0,0,7.5,2,12,12,18,18,2.2267210483551025,900,0,18,0.5108256340026855,-1,0,-1,0,17.5,18,-17.5,0,0,0,7.25,1,0,-1,0,0,0
,12,12,5.664647102355957,1.7342445850372314,50,1,1,0,0,1,1,6,4,12,12,12,2.3118789196014404,2500,0,12,-0.577634334564209,0,0,0,0,12,12,0,0,0,0,-6,0,0,0,0,0,0
1,12,12,10.093371391296387,2.3118789196014404,50,1,1,0,0,1,7,6,4,12,12,12,1.7342445850372314,2500,0,12,0.577634334564209,0,0,0,0,12,12,0,0,0,0,6,0,0,0,0,0,0
1,16,17.5,11.95434856414795,2.4470858573913574,32.5,1,1,0,1,0,0.5499999523162842,4,10,10,16,18,2.6316375732421875,1056.25,1,17.75,-0.18455171585083008,-2,-1.5,-1.5,-2,16.75,17,-25.125,-34,1,0,-1.9500000476837158,0,0,0,0,0,0
,18,16,13.93709945678711,2.6316375732421875,32.5,1,1,0,0,0,2.5,4,8,8,17.5,16,2.4470858573913574,1056.25,1,16,0.18455171585083008,2,1.5,2,1.5,17,16.75,34,25.125,-1,0,1.9500000476837158,0,0,0,0,0,0
,13,16,14.41910171508789,2.6685538291931152,42,1,0,0,0,1,4.5,3,16,16,14,16,3.179370880126953,1764,0,16,-0.5108170509338379,-3,-2,-3,-2,14.5,15,-43.5,-30,0,0,4,0,1,0,0,-3,-2
1,16,14,24.03162956237793,3.179370880126953,42,1,0,0,0,1,0.5,3,15,16,16,13,2.6685538291931152,1764,0,13.5,0.5108170509338379,3,2,2,3,15,14.5,30,43.5,0,0,-4,0,1,0,0,2,3
1,13,14,7.35668420791626,1.9956092834472656,29,1,1,0,0,1,2,4,11,10,14,14,1.9754066467285156,841,0,14,0.02020263671875,-1,0,-1,0,13.5,14,-13.5,0,0,0,0,0,0,0,0,0,0
,14,14,7.209550857543945,1.9754066467285156,29,1,1,0,0,1,2,5,11,11,14,13,1.9956092834472656,841,0,13.5,-0.02020263671875,1,0,0,1,14,13.5,0,13.5,0,0,0,0,0,0,0,0,0
1,12,12,4.2437591552734375,1.4454494714736938,52.5,1,1,0.5,0,1,11.5,3,12,10,12,12,1.4764155149459839,2756.25,1,12,-0.03096604347229004,0,0,0,0,12,12,0,0,0,0,0.7000007629394531,1,0,0,0,0,0
,12,12,4.377227306365967,1.4764155149459839,52.5,1,1,1,0,1,10.799999237060547,3,12,12,12,12,1.4454494714736938,2756.25,1,12,0.03096604347229004,0,0,0,0,12,12,0,0,0,0,-0.7000007629394531,1,0,0,0,0,0
,16,12,13.461260795593262,2.599816083908081,32,1,1,0,0,0,2,2,12,12,16,13,2.6685538291931152,1024,0,12.5,-0.06873774528503418,3,4,4,3,14,14.5,56,43.5,-1,-1,-8,0,1,0,0,4,3
1,13,16,14.41910171508789,2.6685538291931152,32,1,1,0,1,1,10,2,14,14,12,16,2.599816083908081,1024,0,16,0.06873774528503418,-3,-4,-3,-4,14.5,14,-43.5,-56,1,1,8,0,1,0,0,-3,-4
1,12,13,7.724518775939941,2.0443994998931885,33,1,1,0,0,1,16,5,12,12,12,13,1.7908107042312622,1089,0,13,0.25358879566192627,-1,-1,-1,-1,12.5,12.5,-12.5,-12.5,0,0,14.5,1,0,-1,-1,0,0
,13,12,5.994309902191162,1.7908107042312622,33,1,1,0,0,1,1.5,5,12,12,13,12,2.0443994998931885,1089,0,12,-0.25358879566192627,1,1,1,1,12.5,12.5,12.5,12.5,0,0,-14.5,1,0,1,1,0,0
,12,12,9.26942253112793,2.2267210483551025,59,1,1,0,0,0,24,3,8,8,12,12,1.9012986421585083,3481,0,12,0.32542240619659424,0,0,0,0,12,12,0,0,0,0,3,0,0,0,0,0,0
1,12,12,6.694582939147949,1.9012986421585083,59,1,1,0,0,0,21,3,8,8,12,12,2.2267210483551025,3481,0,12,-0.32542240619659424,0,0,0,0,12,12,0,0,0,0,-3,0,0,0,0,0,0
1,12,10,17.457408905029297,2.8597640991210938,24,1,0,0,1,0,5,2,12,12,12,11,2.737546682357788,576,0,10.5,0.12221741676330566,1,2,2,1,11,11.5,22,11.5,1,0,-4,1,0,2,1,0,0
,11,12,15.449037551879883,2.737546682357788,24,1,0,1,0,0,9,2,12,12,10,12,2.8597640991210938,576,0,12,-0.12221741676330566,-1,-2,-1,-2,11.5,11,-11.5,-22,-1,0,4,1,0,-1,-2,0,0
1,12,12,15.449037551879883,2.737546682357788,36,1,1,0,1,1,6.5,2,,12,11,12,2.2807884216308594,1296,0,12,0.4567582607269287,0,-1,0,-1,12,11.5,0,-11.5,1,0,1.5,0,0,0,0,0,0
,12,11,9.784390449523926,2.2807884216308594,36,1,1,0,0,1,5,2,8,12,12,12,2.737546682357788,1296,0,11.5,-0.4567582607269287,0,1,1,0,11.5,12,11.5,0,-1,0,-1.5,0,0,0,0,0,0
,13,13,15.224518775939941,2.7227983474731445,39.5,1,1,0,0,1,11.5,3,12,11.5,13,13,2.653805732727051,1560.25,1,13,0.06899261474609375,0,0,0,0,13,13,0,0,-1,0,-8,1,0,0,0,0,0
1,13,13,14.209550857543945,2.653805732727051,39.5,1,1,0,1,1,19.5,3,12,11,13,13,2.7227983474731445,1560.25,1,13,-0.06899261474609375,0,0,0,0,13,13,0,0,1,0,8,1,0,0,0,0,0
1,13,12,7.617722511291504,2.030477523803711,26,1,1,0,0,1,1.5,1,,12,13,12,2.3626108169555664,676,0,12,-0.33213329315185547,1,1,1,1,12.5,12.5,12.5,12.5,0,0,-8.5,1,0,1,1,0,0
,12,13,10.61863899230957,2.3626108169555664,26,1,1,0,0,1,10,1,12,12,12,13,2.030477523803711,676,0,13,0.33213329315185547,-1,-1,-1,-1,12.5,12.5,-12.5,-12.5,0,0,8.5,1,0,-1,-1,0,0
1,14,14,9.363053321838379,2.23677134513855,35,1,1,1,0,0,2,4,12,16,12,13,2.449864625930786,1225,0,13.5,-0.21309328079223633,1,-2,0,-1,14,12.5,0,-12.5,0,0,-0.5,0,1,0,0,0,-1
,13,12,11.586777687072754,2.449864625930786,35,1,1,0,0,0,2.5,4,12,16,14,14,2.23677134513855,1225,0,13,0.21309328079223633,-1,2,1,0,12.5,14,12.5,0,0,0,0.5,0,1,0,0,1,0
1,16,16,63.66325378417969,4.153607368469238,47,1,0,1,0,1,0.5,4,12,12,16,16,4.095655918121338,2209,0,16,0.05795145034790039,0,0,0,0,16,16,0,0,0,0,-0.5,1,0,0,0,0,0
,16,16,60.078731536865234,4.095655918121338,47,1,0,1,0,1,1,4,12,12,16,16,4.153607368469238,2209,0,16,-0.05795145034790039,0,0,0,0,16,16,0,0,0,0,0.5,1,0,0,0,0,0
,12,15,10,2.3025851249694824,66,1,1,0,0,1,2,,12,,12,15,2.474435329437256,4356,0,15,-0.17185020446777344,-3,-3,-3,-3,13.5,13.5,-40.5,-40.5,0,0,-14,0,0,0,0,0,0
1,15,12,11.875,2.474435329437256,66,1,1,0,0,1,16,5,5,0,15,12,2.3025851249694824,4356,0,12,0.17185020446777344,3,3,3,3,13.5,13.5,40.5,40.5,0,0,14,0,0,0,0,0,0
1,15,15,19.5,2.970414400100708,27,1,0,0,0,1,0.6000000238418579,2,16,16,15,15,2.3513753414154053,729,0,15,0.6190390586853027,0,0,0,0,15,15,0,0,0,1,-1.9999994039535522,0,1,0,0,0,0
,15,15,10.5,2.3513753414154053,27,1,0,0,0,0,2.59999942779541,2,16,16,15,15,2.970414400100708,729,0,15,-0.6190390586853027,0,0,0,0,15,15,0,0,0,-1,1.9999994039535522,0,1,0,0,0,0
,16,16,4.75,1.5581445693969727,25,1,1,0,0,0,6,3,12,12,16,16,1.6094379425048828,625,0,16,-0.051293373107910156,0,0,0,0,16,16,0,0,0,0,5,1,0,0,0,0,0
1,16,16,5,1.6094379425048828,25,1,1,0,0,0,1,2,12,12,16,16,1.5581445693969727,625,0,16,0.051293373107910156,0,0,0,0,16,16,0,0,0,0,-5,1,0,0,0,0,0
,16,16,8,2.079441547393799,24,1,1,0,0,0,0.19999998807907104,4,18,12,16,16,1.945910096168518,576,0,16,0.13353145122528076,0,0,0,0,16,16,0,0,0,0,-2.3999993801116943,0,1,0,0,0,0
1,16,16,7,1.945910096168518,24,1,1,0,0,0,2.59999942779541,4,18,12,16,16,2.079441547393799,576,0,16,-0.13353145122528076,0,0,0,0,16,16,0,0,0,0,2.3999993801116943,0,1,0,0,0,0
1,18,18,43.269248962402344,3.767442226409912,33,1,0,0,0,1,5,3,18,18,18,18,3.8728036880493164,1089,0,18,-0.1053614616394043,0,0,0,0,18,18,0,0,0,1,0,0,1,0,0,0,0
,18,18,48.076995849609375,3.8728036880493164,33,1,0,0,0,0,5,3,18,18,18,18,3.767442226409912,1089,0,18,0.1053614616394043,0,0,0,0,18,18,0,0,0,-1,0,0,1,0,0,0,0
1,13,16,6.5,1.8718022108078003,22,1,1,0,1,0,2,3,9,6,14,15,1.945910096168518,484,0,15.5,-0.07410788536071777,-2,-2,-3,-1,14.5,14.5,-43.5,-14.5,1,0,1.9000000953674316,0,0,0,0,0,0
,15,14,7,1.945910096168518,22,1,1,0,0,0,0.09999996423721313,3,11,11,16,13,1.8718022108078003,484,0,13.5,0.07410788536071777,2,2,1,3,14.5,14.5,14.5,43.5,-1,0,-1.9000000953674316,0,0,0,0,0,0
1,15,18,20.104909896850586,3.0009641647338867,47,1,0,0,0,0,19,3,12,12,14,15,2.7333624362945557,2209,0,16.5,0.26760172843933105,0,-4,-3,-1,16.5,14.5,-49.5,-14.5,0,0,13,1,0,-3,-1,0,0
,15,14,15.384531021118164,2.7333624362945557,47,1,0,0,0,0,6,3,7,14,18,15,3.0009641647338867,2209,0,14.5,-0.26760172843933105,0,4,1,3,14.5,16.5,14.5,49.5,0,0,-13,1,0,1,3,0,0
1,16,16,49,3.891820192337036,28,1,1,1,0,1,0.5,2,14,12,16,16,2.956510543823242,784,0,16,0.935309648513794,0,0,0,0,16,16,0,0,0,0,-5.5,0,1,0,0,0,0
,16,16,19.230749130249023,2.956510543823242,28,1,1,0,0,1,6,2,18,12,16,16,3.891820192337036,784,0,16,-0.935309648513794,0,0,0,0,16,16,0,0,0,0,5.5,0,1,0,0,0,0
1,18,18,14.583333015441895,2.6798791885375977,42,1,1,0,1,0,4,3,12,12,18,18,3.1430118083953857,1764,0,18,-0.4631326198577881,0,0,0,0,18,18,0,0,0,0,-1,1,0,0,0,0,0
,18,18,23.173555374145508,3.1430118083953857,42,1,1,0,1,0,5,3,12,12,18,18,2.6798791885375977,1764,0,18,0.4631326198577881,0,0,0,0,18,18,0,0,0,0,1,1,0,0,0,0,0
,13,13,4.25,1.4469189643859863,24,1,0,0,0,1,0.09999996423721313,6,10,13,13,13,1.7917594909667969,576,0,13,-0.34484052658081055,0,0,0,0,13,13,0,0,0,1,-0.9000000357627869,1,0,0,0,0,0
1,13,13,6,1.7917594909667969,24,1,0,0,0,0,1,6,12,13,13,13,1.4469189643859863,576,0,13,0.34484052658081055,0,0,0,0,13,13,0,0,0,-1,0.9000000357627869,1,0,0,0,0,0
1,18,16,13.333333015441895,2.5902671813964844,37,1,0,1,0,0,3,5,16,12,16,16,2.70805025100708,1369,0,16,-0.1177830696105957,2,0,2,0,17,16,34,0,0,0,-9,0,1,0,0,2,0
,16,16,15,2.70805025100708,37,1,0,0,0,0,12,5,16,12,16,18,2.5902671813964844,1369,0,17,0.1177830696105957,-2,0,0,-2,16,17,0,-34,0,0,9,0,1,0,0,0,-2
1,16,16,7.199999809265137,1.974081039428711,24,0,1,0,0,0,1,,12,14,16,16,2.3025851249694824,576,0,16,-0.3285040855407715,0,0,0,0,16,16,0,0,0,0,0.3999999761581421,0,1,0,0,0,0
,16,16,10,2.3025851249694824,24,0,1,0,0,0,0.6000000238418579,,12,14,16,16,1.974081039428711,576,0,16,0.3285040855407715,0,0,0,0,16,16,0,0,0,0,-0.3999999761581421,0,1,0,0,0,0
1,16,16,43.269248962402344,3.767442226409912,63,1,0,1,0,1,36,1,12,12,16,16,4.0551228523254395,3969,0,16,-0.28768062591552734,0,0,0,0,16,16,0,0,0,0,-2,1,0,0,0,0,0
,16,16,57.6922492980957,4.0551228523254395,63,1,0,1,0,1,38,1,12,12,16,16,3.767442226409912,3969,0,16,0.28768062591552734,0,0,0,0,16,16,0,0,0,0,2,1,0,0,0,0,0
,13,13,4.699999809265137,1.5475624799728394,19,1,1,0,0,0,1.5999994277954102,3,16,12,13,13,1.526056170463562,361,0,13,0.021506309509277344,0,0,0,0,13,13,0,0,0,0,1.299999475479126,0,1,0,0,0,0
1,13,13,4.59999942779541,1.526056170463562,19,1,1,0,0,0,0.30000001192092896,3,14,12,13,13,1.5475624799728394,361,0,13,-0.021506309509277344,0,0,0,0,13,13,0,0,0,0,-1.299999475479126,0,1,0,0,0,0
1,12,12,17.91666603088379,2.8857314586639404,38,1,0,1,0,1,9,5,10,12,12,12,2.574518918991089,1444,0,12,0.31121253967285156,0,0,0,0,12,12,0,0,0,0,-1,0,0,0,0,0,0
,12,12,13.125,2.574518918991089,38,1,0,0,0,1,10,5,8,12,12,12,2.8857314586639404,1444,0,12,-0.31121253967285156,0,0,0,0,12,12,0,0,0,0,1,0,0,0,0,0,0
,12,12,4.649999618530273,1.5368671417236328,21,1,0,0,0,0,1.1999998092651367,2,14,12,12,12,1.7749522924423218,441,0,12,-0.23808515071868896,0,0,0,0,12,12,0,0,0,0,1.0899999141693115,0,1,0,0,0,0
1,12,12,5.899999618530273,1.7749522924423218,21,1,0,0,0,0,0.10999995470046997,,16,12,12,12,1.5368671417236328,441,0,12,0.23808515071868896,0,0,0,0,12,12,0,0,0,0,-1.0899999141693115,0,1,0,0,0,0
1,16,16,12.5,2.525728702545166,24,1,0,0,0,0,0.30000001192092896,3,12,12,16,16,2.4423470497131348,576,0,16,0.08338165283203125,0,0,0,0,16,16,0,0,0,0,-2.299999475479126,1,0,0,0,0,0
,16,16,11.5,2.4423470497131348,24,1,0,0,0,0,2.59999942779541,3,12,12,16,16,2.525728702545166,576,0,16,-0.08338165283203125,0,0,0,0,16,16,0,0,0,0,2.299999475479126,1,0,0,0,0,0
,8,8,4.550000190734863,1.5151273012161255,38,1,1,0,0,1,1.5999994277954102,6,6,10,9.5,10,2.2071750164031982,1444,0,9,-0.6920477151870728,-2,1.5,0,-0.5,8,9.75,0,-4.875,-1,0,-1.4000005722045898,0,0,0,0,0,0
1,10,9.5,9.09000015258789,2.2071750164031982,38,1,1,0,1,1,3,6,7.5,10.5,8,8,1.5151273012161255,1444,0,8.75,0.6920477151870728,2,-1.5,0.5,0,9.75,8,4.875,0,1,0,1.4000005722045898,0,0,0,0,0,0
1,11,16,6.550000190734863,1.879465103149414,44,1,1,0,0,1,4.59999942779541,7,16,9,12,12,1.8718022108078003,1936,0,14,0.0076628923416137695,-1,-4,-5,0,13.5,12,-67.5,0,0,0,-0.40000057220458984,1,0,-5,0,0,0
,12,12,6.5,1.8718022108078003,44,1,1,0,0,1,5,7,18,8,16,11,1.879465103149414,1936,0,11.5,-0.0076628923416137695,1,4,0,5,12,13.5,0,67.5,0,0,0.40000057220458984,1,0,0,5,0,0
1,12,13,8.449999809265137,2.1341664791107178,30,1,1,0,0,1,6,4,12,12,12,13,2.169053792953491,900,0,13,-0.03488731384277344,-1,-1,-1,-1,12.5,12.5,-12.5,-12.5,0,0,0,1,0,-1,-1,0,0
